OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
272,4494,68,02095,1070,020951070,3RD AVE NW BETWEEN NW 107TH ST AND NW 110TH ST,3RD AVE NW,3RD AVE NW,NW 107TH ST,NW 110TH ST,2,Minor Arterial, ,INSVC,10700,25,N,N, , ,660,23,AC/PCC,2017/09/23 00:00:00+00,,,3RD AVE NW AND NW 107TH ST,N,36264,3RD AVE NW AND NW 110TH ST,S,36258,1264371.32957952,261929.24883227,N,N,N,Neighborhood Corridor,,30,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,660.417572680572
277,4566,68,02110,0310,021100310,3RD AVE W BETWEEN W DRAVUS S ST AND W DRAVUS N ST,3RD AVE W,3RD AVE W,W DRAVUS S ST,W DRAVUS N ST,2,Minor Arterial, ,INSVC,3100,25,N,N, , ,174,30,AC/PCC,2017/10/04 00:00:00+00,,,3RD AVE W AND W DRAVUS S ST,N,26701,3RD AVE W AND W DRAVUS N ST,S,26697,1263920.18116306,240262.14929009,N,N,N,Neighborhood Corridor,,40,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,7,ART,N,173.597034829603
298,4831,68,02275,0070,022750070,31ST AVE S BETWEEN S LANE ST AND S NORMAN ST,31ST AVE S,31ST AVE S,S LANE ST,S NORMAN ST,3,Collector Arterial, ,INSVC,700,25,S,N, , ,1231,26,AC/PCC,2017/10/11 00:00:00+00,,,31ST AVE S AND S LANE ST,S,30630,31ST AVE S AND S NORMAN ST,N,30665,1280348.87436387,220443.69678979,Y,N,N,Neighborhood Corridor,,32,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,1231.11189705592
299,4839,68,02275,0180,022750180,31ST AVE S BETWEEN S GRAND ST AND S HOLGATE ST,31ST AVE S,31ST AVE S,S GRAND ST,S HOLGATE ST,3,Collector Arterial, ,INSVC,1800,25,S,N, , ,216,26,AC/PCC,2017/10/11 00:00:00+00,,,31ST AVE S AND S GRAND ST,S,31408,31ST AVE S AND S HOLGATE ST,N,31427,1280200.02175573,217382.76430665,Y,N,N,Neighborhood Corridor,,45,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,215.677268515447
309,4978,68,02385,0580,023850580,32ND AVE NW BETWEEN NW 58TH ST AND NW 59TH S ST,32ND AVE NW,32ND AVE NW,NW 58TH ST,NW 59TH S ST,3,Collector Arterial, ,INSVC,5800,25,N,N, , ,132,32,PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 58TH ST,N,25050,32ND AVE NW AND NW 59TH S ST,S,25042,1254861.53232178,248720.79621075,N,N,N,Neighborhood Corridor,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,132.097958875705
310,4989,68,02385,0660,023850660,32ND AVE NW BETWEEN NW 66TH ST AND NW 67TH S ST,32ND AVE NW,32ND AVE NW,NW 66TH ST,NW 67TH S ST,3,Collector Arterial, ,INSVC,6500,25,N,N, , ,152,32,AC/PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 66TH ST,N,24034,32ND AVE NW AND NW 67TH S ST,S,24031,1254893.46934581,250790.73502886,N,N,N,Neighborhood Corridor,,62,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,151.861962306865
311,4995,68,02385,0700,023850700,32ND AVE NW BETWEEN NW 70TH ST AND NW 71ST ST,32ND AVE NW,32ND AVE NW,NW 70TH ST,NW 71ST ST,3,Collector Arterial, ,INSVC,7000,25,N,N, , ,273,32,AC/PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 70TH ST,N,24010,32ND AVE NW AND NW 71ST ST,S,24009,1254912.51932983,251904.22981401,N,N,N,Neighborhood Corridor,,60,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,272.73828602607
327,5206,68,02590,0090,025900090,34TH AVE BETWEEN E MARION ST AND E SPRING ST,34TH AVE,34TH AVE,E MARION ST,E SPRING ST,3,Collector Arterial, ,INSVC,900,25,N,N, , ,444,42,AC/PCC,2017/10/09 00:00:00+00,,,34TH AVE AND E MARION ST,N,30282,34TH AVE AND E SPRING ST,S,30279,1281289.58252484,226278.36853977,Y,N,N,Neighborhood Corridor,,19,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,444.027836522941
336,5319,68,02620,0240,026200240,34TH AVE W BETWEEN W MCGRAW ST AND W SMITH S ST,34TH AVE W,34TH AVE W,W MCGRAW ST,W SMITH S ST,2,Minor Arterial, ,INSVC,2400,25,N,N, , ,354,36,PCC,2017/10/30 00:00:00+00,,,34TH AVE W AND W MCGRAW ST,N,27497,34TH AVE W AND W SMITH S ST,S,27491,1253974.76918487,237403.47549516,N,N,N,Neighborhood Corridor,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,353.767790273982
339,5358,68,02705,0620,027050620,35TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST,35TH AVE NE,35TH AVE NE,NE 62ND ST,NE 65TH ST,2,Minor Arterial, ,INSVC,6200,25,N,N, , ,656,32,PCC,2017/11/01 00:00:00+00,,,35TH AVE NE AND NE 62ND ST,N,26189,35TH AVE NE AND NE 65TH ST,S,24971,1281507.61542106,249574.41809961,N,N,N,Urban Center Connector,,96,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,656.143603760761
340,5383,68,02705,0970,027050970,35TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,35TH AVE NE,35TH AVE NE,NE 97TH ST,NE 98TH ST,2,Minor Arterial, ,INSVC,9700,25,N,N, , ,334,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 97TH ST,N,37889,35TH AVE NE AND NE 98TH ST,S,37888,1281587.05490914,258644.32633291,N,N,N,Urban Center Connector,,78,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,333.588231056465
341,5386,68,02705,1030,027051030,35TH AVE NE BETWEEN NE 103RD ST AND NE 104TH ST,35TH AVE NE,35TH AVE NE,NE 103RD ST,NE 104TH ST,2,Minor Arterial, ,INSVC,10300,25,N,N, , ,314,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 103RD ST,N,37869,35TH AVE NE AND NE 104TH ST,S,37868,1281569.76646112,260005.9213423,N,N,N,Urban Center Connector,,68,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,9,ART,N,314.259449596573
346,5450,68,02720,0442,027200442,35TH AVE SW BETWEEN SW AVALON WAY AND SW SNOQUALMIE ST,35TH AVE SW,35TH AVE SW,SW AVALON WAY,SW SNOQUALMIE ST,1,Principal Arterial, ,INSVC,4400,25,S,N, , ,745,54,AC/PCC,2017/10/23 00:00:00+00,,,35TH AVE SW AND SW AVALON WAY,S,31899,35TH AVE SW AND SW SNOQUALMIE ST,N,31912,1259524.96701455,209204.11233027,N,N,Y,Urban Village Main,,33,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,2,ART,N,744.657647402316
347,5464,68,02720,0680,027200680,35TH AVE SW BETWEEN SW WILLOW ST AND SW MYRTLE ST,35TH AVE SW,35TH AVE SW,SW WILLOW ST,SW MYRTLE ST,1,Principal Arterial, ,INSVC,6800,25,S,N, , ,664,55,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/10/23 00:00:00+00,35TH AVE SW AND SW WILLOW ST,S,34023,35TH AVE SW AND SW MYRTLE ST,N,34025,1259267.77437429,200845.03219372,N,N,Y,Urban Center Connector,,8,70,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,6,ART,N,664.140150838127
348,5494,68,02720,1070,027201070,35TH AVE SW BETWEEN SW 107TH ST AND SW 108TH ST,35TH AVE SW,35TH AVE SW,SW 107TH ST,SW 108TH ST,3,Collector Arterial, ,INSVC,10700,25,S,N, , ,327,22,AC,2018/01/09 00:00:00+00,,,35TH AVE SW AND SW 107TH ST,S,38012,35TH AVE SW AND SW 108TH ST,N,38021,1259165.22896618,188702.95563729,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,7,ART,N,327.34138740698
349,5497,68,02720,1110,027201110,35TH AVE SW BETWEEN SW 111TH ST AND SW 112TH ST,35TH AVE SW,35TH AVE SW,SW 111TH ST,SW 112TH ST,3,Collector Arterial, ,INSVC,11000,25,S,N, , ,380,22,AC,2018/01/09 00:00:00+00,,,35TH AVE SW AND SW 111TH ST,S,38031,35TH AVE SW AND SW 112TH ST,N,38044,1259107.35709412,187421.27409998,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,379.931170492067
366,5712,68,02890,1250,028901250,37TH AVE NE BETWEEN NE 125TH ST AND NE 130TH ST,37TH AVE NE,37TH AVE NE,NE 125TH ST,NE 130TH ST,0,Not Designated, ,INSVC,12500,20,N,N, , ,1365,24,AC,2014/10/22 00:00:00+00,,,37TH AVE NE AND NE 125TH ST,N,36194,37TH AVE NE AND NE 130TH ST,S,36188,1282244.54777381,266423.30016488,N,Y,N,Neighborhood Yield Street,,59,0,4,LOCAL TRANSIT ROUTE,DISTRICT5, ,N,3,NON-ART,N,1364.69832174165
398,6133,68,03130,0160,031300160,4TH AVE BETWEEN PINE ST AND OLIVE WAY,4TH AVE,4TH AVE,PINE ST,OLIVE WAY,1,Principal Arterial, ,INSVC,1600,25,NW,Y,NW,F,428,54,PCC,2017/10/27 00:00:00+00,,,4TH AVE AND PINE ST,NW,29579,4TH AVE AND OLIVE WAY,SE,29566,1269287.61809655,226759.20796426,Y,N,Y,Downtown,,86,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,427.434881071197
399,6138,68,03130,0210,031300210,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,4TH AVE,4TH AVE,LENORA ST,BLANCHARD ST,1,Principal Arterial, ,INSVC,2100,25,NW,Y,NW,F,426,54,AC/PCC,2017/10/27 00:00:00+00,,,4TH AVE AND LENORA ST,NW,29548,4TH AVE AND BLANCHARD ST,SE,29546,1268334.44625556,227694.44930922,Y,N,Y,Downtown,,85,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,426.247570609523
400,6144,68,03130,0270,031300270,4TH AVE BETWEEN CEDAR ST AND CLAY ST,4TH AVE,4TH AVE,CEDAR ST,CLAY ST,1,Principal Arterial, ,INSVC,2700,25,NW,Y,NW,F,306,54,AC/PCC,2017/10/27 00:00:00+00,,,4TH AVE AND CEDAR ST,NW,29654,4TH AVE AND CLAY ST,SE,29655,1266793.19466999,229096.22684665,N,N,N,Downtown,,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,199.140893057185
407,6247,68,03150,0380,031500380,4TH AVE S BETWEEN S SPOKANE SR ST AND W SEA BR EB 4 AV OFF RP,4TH AVE S,4TH AVE S,S SPOKANE SR ST,W SEA BR EB 4 AV OFF RP,1,Principal Arterial, ,INSVC,3800,30,S,N, , ,646,77,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S SPOKANE SR ST,S,32342,4TH AVE S AND W SEA BR EB 4 AV OFF RP,N,531030,1271211.31813052,211702.14650884,N,N,Y,Industrial Access,Y,68,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,646.438688448291
408,6254,68,03150,0530,031500530,4TH AVE S BETWEEN S BENNETT ST AND S BRANDON ST,4TH AVE S,4TH AVE S,S BENNETT ST,S BRANDON ST,1,Principal Arterial, ,INSVC,5300,30,S,N, , ,276,42,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S BENNETT ST,S,33150,4TH AVE S AND S BRANDON ST,N,33155,1270979.40011428,205863.37229486,N,N,Y,Urban Center Connector,Y,56,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,276.478255933153
409,6257,68,03150,0560,031500560,4TH AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,4TH AVE S,4TH AVE S,S FINDLAY ST,S ORCAS ST,1,Principal Arterial, ,INSVC,5600,30,S,N, , ,296,40,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S FINDLAY ST,S,33171,4TH AVE S AND S ORCAS ST,N,33178,1270958.59563425,205047.43091802,N,N,Y,Urban Center Connector,Y,51,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,296.295395936455
413,6319,68,03265,0620,032650620,40TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST,40TH AVE NE,40TH AVE NE,NE 62ND ST,NE 65TH ST,3,Collector Arterial, ,INSVC,6200,25,N,N, , ,664,36,PCC,2017/11/01 00:00:00+00,,,40TH AVE NE AND NE 62ND ST,N,26184,40TH AVE NE AND NE 65TH ST,S,24978,1282830.27257441,249546.77931559,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,663.631467126236
427,6503,68,03405,0200,034050200,42ND AVE E BETWEEN E NEWTON ST AND E LYNN ST,42ND AVE E,42ND AVE E,E NEWTON ST,E LYNN ST,3,Collector Arterial, ,INSVC,2000,25,N,Y,S,T,786,34,PCC,2017/10/27 00:00:00+00,,,42ND AVE E AND E NEWTON ST,N,28484,42ND AVE E AND E LYNN ST,S,28481,1284167.66956778,236079.9599738,N,N,N,Neighborhood Corridor,,55,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,785.804482307862
428,6506,68,03410,0370,034100370,42ND AVE NE BETWEEN NE SURBER DR AND NE 38TH ST,42ND AVE NE,42ND AVE NE,NE SURBER DR,NE 38TH ST,0,Not Designated, ,INSVC,3700,20,N,N, , ,125,30,AC,2015/04/09 00:00:00+00,,,42ND AVE NE AND NE SURBER DR,N,27430,42ND AVE NE AND NE 38TH ST,S,27429,1283225.54803082,242623.5213245,N,N,N,Neighborhood Yield Street,,60,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,0,NON-ART,N,124.803494745379
446,6749,68,03570,0470,035700470,44TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,44TH AVE SW,44TH AVE SW,SW ALASKA ST,SW EDMUNDS ST,0,Not Designated, ,INSVC,4700,20,S,N, , ,656,40,PCC,2014/02/12 00:00:00+00,,,GLENN WAY SW AND SW ALASKA ST,S,32004,44TH AVE SW AND SW EDMUNDS ST,N,32843,1256550.4607075,208236.37204129,N,N,N,Urban Village Neighborhood Access,,67,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,0,NON-ART,N,655.790347340267
483,7245,68,03885,0220,038850220,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,5TH AVE,5TH AVE,BLANCHARD ST,BELL ST,2,Minor Arterial, ,INSVC,2200,25,NW,Y,SE,T,426,54,AC/PCC,2017/11/03 00:00:00+00,,,5TH AVE AND BLANCHARD ST,NW,29534,5TH AVE AND BELL ST,SE,29531,1268235.86999947,228219.25314975,N,N,N,Downtown Neighborhood,,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,425.774874200644
484,7252,68,03890,0022,038900022,5TH AVE N BETWEEN BROAD ST AND HARRISON ST,5TH AVE N,5TH AVE N,BROAD ST,HARRISON ST,1,Principal Arterial, ,INSVC,200,25,N,N, , ,425,50,AC/PCC,2017/10/04 00:00:00+00,,,5TH AVE N AND BROAD ST,N,28931,5TH AVE N AND HARRISON ST,S,28925,1267002.50116621,230375.04195195,N,N,Y,Urban Village Main,,30,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,425.654856353932
485,7258,68,03895,1120,038951120,5TH AVE NE BETWEEN NE 112TH N ST AND NE 115TH ST,5TH AVE NE,5TH AVE NE,NE 112TH N ST,NE 115TH ST,2,Minor Arterial, ,INSVC,11200,25,N,N, , ,816,40,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 112TH N ST,N,36533,5TH AVE NE AND NE 115TH ST,S,36485,1273614.11166897,262943.3530253,N,N,N,Urban Village Neighborhood,,66,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,816.214056266811
489,7318,68,03895,0830,038950830,5TH AVE NE BETWEEN NE 83RD ST AND NE 84TH ST,5TH AVE NE,5TH AVE NE,NE 83RD ST,NE 84TH ST,2,Minor Arterial, ,INSVC,8300,25,N,N, , ,264,40,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 83RD ST,N,24375,5TH AVE NE AND NE 84TH ST,S,24374,1273549.61886892,254991.95128916,Y,N,N,Urban Center Connector,,66,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,264.052782422486
490,7323,68,03895,0890,038950890,5TH AVE NE BETWEEN NE 89TH ST AND NE 90TH ST,5TH AVE NE,5TH AVE NE,NE 89TH ST,NE 90TH ST,2,Minor Arterial, ,INSVC,8900,25,N,N, , ,333,20,PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 89TH ST,N,37538,5TH AVE NE AND NE 90TH ST,S,37528,1273567.10584493,256550.74348277,N,N,N,Urban Center Connector,,63,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,332.709841284407
491,7339,68,03895,1300,038951300,5TH AVE NE BETWEEN NE 130TH ST AND NE 131ST PL,5TH AVE NE,5TH AVE NE,NE 130TH ST,NE 131ST PL,2,Minor Arterial, ,INSVC,13000,35,N,N, , ,271,57,AC/PCC,2017/11/01 00:00:00+00,,,ROOSEVELT WAY NE AND NE 130TH N ST,N,35971,5TH AVE NE AND NE 131ST PL,S,35882,1273649.07902901,267458.16378193,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,270.830238634878
493,7357,68,03905,0020,039050020,5TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,5TH AVE S,5TH AVE S,S WASHINGTON ST,S MAIN ST,2,Minor Arterial, ,INSVC,200,25,S,N, , ,306,50,AC/PCC,2017/10/10 00:00:00+00,,,5TH AVE S AND S WASHINGTON ST,S,30495,5TH AVE S AND S MAIN ST,N,30501,1271768.82270709,222606.54594401,N,N,N,Downtown Neighborhood,,63,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,5,ART,N,306.13176934787
499,7443,68,03980,0460,039800460,50TH AVE S BETWEEN S SNOQUALMIE ST AND S ALASKA ST,50TH AVE S,50TH AVE S,S SNOQUALMIE ST,S ALASKA ST,2,Minor Arterial, ,INSVC,4600,25,S,N, , ,428,32,PCC,2017/10/24 00:00:00+00,AC/PCC,2017/10/24 00:00:00+00,50TH AVE S AND S SNOQUALMIE ST,S,32602,50TH AVE S AND S ALASKA ST,N,32619,1285549.8419852,208014.55783306,Y,N,N,Neighborhood Corridor,,60,67,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,8,ART,N,427.632228177435
506,7529,68,04025,0943,040250943,51ST AVE S BETWEEN RENTON AVE S AND S ROXBURY ST,51ST AVE S,51ST AVE S,RENTON AVE S,S ROXBURY ST,2,Minor Arterial, ,INSVC,9400,25,S,N, , ,110,42,AC/PCC,2017/10/24 00:00:00+00,,,51ST AVE S AND RENTON AVE S,S,35485,51ST AVE S AND S ROXBURY ST,N,35472,1285418.32147306,191900.54124056,Y,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,109.532356817216
533,7879,68,04435,0120,044350120,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,6TH AVE,6TH AVE,SENECA ST,UNIVERSITY ST,1,Principal Arterial, ,INSVC,1200,25,NW,Y,NW,F,306,44,AC/PCC,2017/11/03 00:00:00+00,,,6TH AVE AND SENECA ST,NW,29928,6TH AVE AND UNIVERSITY ST,SE,29914,1270679.58968197,225673.43695514,N,N,N,Downtown,,30,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,306.001347323477
543,8003,68,04455,0359,044550359,6TH AVE S BETWEEN S SPOKANE SR ST AND S CHARLESTOWN ST,6TH AVE S,6TH AVE S,S SPOKANE SR ST,S CHARLESTOWN ST,2,Minor Arterial, ,INSVC,3500,25,S,N, , ,545,53,AC/PCC,2017/10/11 00:00:00+00,,,6TH AVE S AND S SPOKANE SR ST,S,32343,6TH AVE S AND S CHARLESTOWN ST,N,32363,1271971.85969929,211742.72244488,N,N,N,Industrial Access,,44,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,545.099007346498
555,8164,68,04705,0210,047050210,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,7TH AVE,7TH AVE,LENORA ST,BLANCHARD ST,2,Minor Arterial, ,INSVC,2100,25,NW,N, , ,426,56,PCC,2017/10/07 00:00:00+00,,,7TH AVE AND LENORA ST,NW,29536,7TH AVE AND BLANCHARD ST,SE,29529,1268984.79972824,228409.29090995,N,N,N,Downtown Neighborhood,,68,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,426.377926111905
556,8167,68,04705,0240,047050240,7TH AVE BETWEEN BATTERY ST AND DEAD END,7TH AVE,7TH AVE,BATTERY ST,DEAD END,2,Minor Arterial, ,INSVC,2400,25,NW,Y,SE,T,147,30,PCC,2017/11/03 00:00:00+00,,,7TH AVE AND BATTERY ST,NW,166562,7TH AVE AND DEAD END,SE,739624,1268142.61015938,229175.54351874,N,N,N,Downtown Neighborhood,,60,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,146.949444515488
557,8173,68,04710,0440,047100440,7TH AVE NE BETWEEN NE 45TH ST OFF RP AND NE 45TH ST,7TH AVE NE,7TH AVE NE,NE 45TH ST OFF RP,NE 45TH ST,2,Minor Arterial, ,INSVC,4400,25,N,Y,N,F,260,46,AC/PCC,2017/10/27 00:00:00+00,,,7TH AVE NE AND NE 45TH ST OFF RP,N,27131,7TH AVE NE AND NE 45TH ST,S,27070,1273899.29541327,244641.15755057,N,N,N,Urban Village Neighborhood,,54,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,259.931305641929
565,8281,68,04785,0160,047850160,8TH AVE BETWEEN PINE ST AND OLIVE WAY,8TH AVE,8TH AVE,PINE ST,OLIVE WAY,2,Minor Arterial, ,INSVC,1600,25,NW,Y,NW,F,426,42,AC/PCC,2017/11/03 00:00:00+00,,,8TH AVE AND PINE ST,NW,29882,HOWELL ST AND OLIVE WAY,SE,29869,1270395.53016168,227414.98326093,N,N,N,Downtown Neighborhood,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,425.767009173953
572,8372,68,04800,0438,048000438,8TH AVE NW BETWEEN LEARY WAY NW AND NW 44TH ST,8TH AVE NW,8TH AVE NW,LEARY WAY NW,NW 44TH ST,2,Minor Arterial, ,INSVC,4300,25,N,N, , ,115,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND LEARY WAY NW,N,26607,8TH AVE NW AND NW 44TH ST,S,26604,1262706.43152981,244742.55723067,Y,N,N,Industrial Access,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,2,ART,N,114.850348315181
573,8378,68,04800,0490,048000490,8TH AVE NW BETWEEN NW 49TH ST AND NW 50TH ST,8TH AVE NW,8TH AVE NW,NW 49TH ST,NW 50TH ST,2,Minor Arterial, ,INSVC,4900,25,N,N, , ,240,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 49TH ST,N,25451,8TH AVE NW AND NW 50TH ST,S,25443,1262732.37751384,246226.97400019,Y,N,N,Urban Center Connector,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,239.574094552983
574,8402,68,04800,0756,048000756,8TH AVE NW BETWEEN NW 76TH ST AND NW 77TH S ST,8TH AVE NW,8TH AVE NW,NW 76TH ST,NW 77TH S ST,2,Minor Arterial, ,INSVC,7500,25,N,N, , ,268,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 76TH ST,N,24150,8TH AVE NW AND NW 77TH S ST,S,24140,1262919.65226603,253393.85938352,Y,N,N,Urban Center Connector,,73,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,2,ART,N,267.575945310181
575,8412,68,04800,0850,048000850,8TH AVE NW BETWEEN NW 85TH ST AND NW 86TH ST,8TH AVE NW,8TH AVE NW,NW 85TH ST,NW 86TH ST,3,Collector Arterial, ,INSVC,8500,25,N,N, , ,264,23,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 85TH ST,N,37181,8TH AVE NW AND NW 86TH ST,S,37179,1262971.10813808,255820.46725802,Y,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,264.022337159616
576,8415,68,04800,0880,048000880,8TH AVE NW BETWEEN NW 88TH ST AND NW 89TH ST,8TH AVE NW,8TH AVE NW,NW 88TH ST,NW 89TH ST,3,Collector Arterial, ,INSVC,8800,25,N,N, , ,264,23,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 88TH ST,N,37169,8TH AVE NW AND NW 89TH ST,S,37168,1262983.70973809,256607.26917882,Y,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,263.974215308146
578,8449,68,04805,0550,048050550,8TH AVE S BETWEEN S LUCILE ST AND S FINDLAY ST,8TH AVE S,8TH AVE S,S LUCILE ST,S FINDLAY ST,0,Not Designated, ,INSVC,5500,20,S,N, , ,270,25,AC,2014/04/08 00:00:00+00,,,8TH AVE S AND S LUCILE ST,S,33101,8TH AVE S AND S FINDLAY ST,N,33104,1272949.9474443,205265.02669425,N,N,N,Minor Industrial Access,,3,0,4,LOCAL TRANSIT ROUTE,DISTRICT2, ,N,1,NON-ART,N,270.179637600007
581,8488,68,04815,0265,048150265,8TH AVE W BETWEEN W BOTHWELL ST AND W NEWELL ST,8TH AVE W,8TH AVE W,W BOTHWELL ST,W NEWELL ST,2,Minor Arterial, ,INSVC,2600,25,N,N, , ,265,30,AC,2017/10/04 00:00:00+00,,,8TH AVE W AND W BOTHWELL ST,N,27892,8TH AVE W AND W NEWELL ST,S,27875,1262249.03760934,238662.26090445,N,N,N,Neighborhood Corridor,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,264.549373528021
583,8512,68,04890,0060,048900060,9TH AVE BETWEEN JAMES ST AND CHERRY ST,9TH AVE,9TH AVE,JAMES ST,CHERRY ST,2,Minor Arterial, ,INSVC,600,25,NW,N, , ,306,40,AC/PCC,2017/10/10 00:00:00+00,,,9TH AVE AND JAMES ST,NW,29959,9TH AVE AND CHERRY ST,SE,29942,1272445.18417978,224584.73423404,N,N,N,Urban Village Neighborhood,,47,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,306.377652294317
